Timestamp,Puissance Active (W)
"25/08/2025 13:54:00",0.31
"25/08/2025 13:54:02",0.26
"25/08/2025 13:54:04",0.29
"25/08/2025 13:54:05",0.26
"25/08/2025 13:54:07",0.24
"25/08/2025 13:54:09",0.28
"25/08/2025 13:54:10",0.22
"25/08/2025 13:54:12",0.25
"25/08/2025 13:54:14",0.29
"25/08/2025 13:54:15",0.25
"25/08/2025 13:54:17",0.27
"25/08/2025 13:54:19",0.41
"25/08/2025 13:54:21",0.22
"25/08/2025 13:54:23",0.28
"25/08/2025 13:54:25",0.43
"25/08/2025 13:54:27",0.39
"25/08/2025 13:54:29",0.37
"25/08/2025 13:54:31",0.32
"25/08/2025 13:54:32",0.39
"25/08/2025 13:54:34",0.38
"25/08/2025 13:54:36",0.40
"25/08/2025 13:54:38",0.52
"25/08/2025 13:54:40",0.34
"25/08/2025 13:54:42",0.32
"25/08/2025 13:54:44",0.29
"25/08/2025 13:54:46",0.36
"25/08/2025 13:54:48",0.38
"25/08/2025 13:54:50",0.35
"25/08/2025 13:54:52",0.36
"25/08/2025 13:54:53",0.42
"25/08/2025 13:54:55",0.38
"25/08/2025 13:54:57",0.37
"25/08/2025 13:54:59",0.35
"25/08/2025 13:55:01",0.30
"25/08/2025 13:55:03",0.33
"25/08/2025 13:55:05",0.28
"25/08/2025 13:55:07",0.29
"25/08/2025 13:55:09",0.37
"25/08/2025 13:55:11",0.35
"25/08/2025 13:55:13",0.31
"25/08/2025 13:55:15",0.42
"25/08/2025 13:55:17",0.33
"25/08/2025 13:55:19",0.32
"25/08/2025 13:55:21",0.28
"25/08/2025 13:55:23",0.33
"25/08/2025 13:55:25",0.34
"25/08/2025 13:55:27",0.35
"25/08/2025 13:55:29",0.27
